subject,course_number,course_text_narrative,title_short_desc
FMKT,3233,"This course is an in-depth study of decorative fabrics used in interior design and apparel fashions.  Emphasis is placed on characteristics of symbolism, durability and suitability, and their relationship to design.  Prerequisite(s):  FMKT 1303 and junior standing.  This course replaces FMKT 4232.",Decorative Textiles
GEO,4013,"This course is an in-depth exploration of the human and physical influences on patterns of contemporary economic activities from the local to global scales.  Themes include the spatial dimensions of resource use, energy consumption, trade, agriculture, industry and post-industrial landscapes.  Prerequisite(s):  Sophomore standing or above.",Economic Geography
ECED,5103,"This course is an in depth study of the development and learning of the young child from four to eight years of age. It includes analyses of the multiple influences on developoment and learning as well as developmentally appropriate environments and experiences that promote learning for children in this age range.  The utilization of this knowledge to create healthy, respectful, supportive, and challenging learning environments and to educate and involve all families in their children's development and learning is emphasized.  Prerequisite(s):  Graduate standing or permission of instructor.",Dev Learn Fam Involve 4 to 8
FMCD,5342,"This course is an historical, theoretical, and empirical overview of the field of infant mental health.  The foundations of infant mental health and direct work with infants and parents will be covered.  This course explores the role and function of the infant mental health specialist and the use of relationship and reflection in work with families.  Students wil gain an understanding of the impact that early trauma, family violence, poverty and developmental disabilities can have on young children.",Infant Mental Health
POL,4603,"This course is an exploration of the relationships among the federal, state, metropolitan, and local units of government.  Current trends, issues, administrative structures and procedures are emphasized.  Prerequisite(s): Junior standing.",Intergovernmental Relations
MUS,2423,This course is an exploration of Native American music as an integral part of Native American life.  The class will study both the history and the preservation and perpetuation of these traditional cultures in contemporary public and private context.,Native American Music
BIO,4044,"This course is an examination of the use of Geographic Information Systems and their application to ecology.  Topics include GPS, remote sensing, basic GIS operations, topographic and linear operations, temporal change, spatial interpolation, modeling, and its application to population, community, and landscape ecology.  This course consists of three hours lecture and three hours laboratory per week.  Prerequisite(s):  BIO 3543 and STAT 2013, both with a minimum grade of ""C"".",GIS & Ecology
BIO,5044,"This course is an examination of the use of Geographic Information Systems (GIS) and their application to ecology.  Topics include GPS, remote sensing, basic GIS operations, topographic and linear operations, temporal change, spatial interpolation, modeling, and its application to population, community, and landscape ecology.  This course consists of three hours of lecture and three hours laboratory per week.  Completion of a course in Ecology and a course in Statistics are recommended.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",GIS & Ecology
ADED,5423,"This course is an examination of the theory and practice of evaluating adult and higher education programs.  The field of educational evaluation is growing rapidly, as are issues with accountability.  The course will introduce students to a tested model of evaluation and a wide variety of concepts and practices that are related to the field of educational evaluation.  Techniques necessary for constructing valid and reliable measurement and assessment tools will also be studied.",Educational Program Evaluation
PHIL,3223,This course is an examination of ethical dilemmas which arise for criminal justice professionals.  Prerequisite(s):  Junior or senior standing.,Criminal Justice Ethics
ENTR,4063,"This course is an examination of entrepreneurial metropolitan ecosystems and business ventures.  It provides students with both a theoretical and practical understanding of new venture creation in the metropolitan geography, including the characteristics of the metropolitan entrepreneur and clusters.  Students will explore current thoughts and trends in the development of metropolitan entrepreneurial ecosystems and subsystems.  In addition, examples of successful and not-so-successful efforts to grow metropolitan entrepreneurial ecosystems and individual ventures will be analyzed.  In a final project, students develop economic development plans for metropolitan areas.  Prerequisite(s):  ENTR 3203.  Junior or senior standing.",Metropolitan Entrepreneurship
AESS,4223,"This course is an examination of contemporary issues that affect organizations. Essential topics include environmental stewardship, social responsibility of the organization, effects and implications of globalization, the status of individual freedom within the organization, diversity, and the ramifications of technological change.  Prerequisite(s):  ORGL 3113. Enrollment is open to Organizational Leadership majors only. Junior standing or higher required.","The Individual, Org, & Society"
PHIL,3303,"This course is an examination of classic and contemporary metaphysics, including the nature of universals, identity, realism/antirealism, mild, causation, freedom and determinism, the nature of time, plus other topics to be determined by the instructor. Prerequisite(s):  6 hours of philosophy.",Metaphysics
ENGR,3153,"This course is an application of the principles of dynamics to mechanisms and machine elements.  Topics include kinematic and dynamic analysis of linkages and cam mechanisms.  Prerequisites(s):  ENGR 2043 with a minimum grade of ""C"" and MATH 3103 or concurrent enrollment in MATH 3103.  Junior or senior standing.",Machine Dynamics
NURS,3344,This course is an application of progressively complex concepts and a utilization of the nursing process to facilitate the adaptation of adult clients in acute care clinical settings.  The course also includes a skills laboratory that focuses on the development of psychomotor and interpersonal skills.  Prerequisite(s):  NURS 3307/3307L.  Concurrent enrollment in NURS 3344L is required.,Adult Med/Surg Nursing II
NURS,3333,This course is an application of knowledge and utilization of the nursing process to facilitate the adaptation of clients experiencing alterations in mental health in a variety of clinical settings.  Prerequisite(s):  NURS 2207/2207L.  Concurrent enrollment in NURS 3333L is required.,Psychiatric Mental Health Nurs
POL,4783,"This course is an analysis of the varieties and significance of political violence in domestic and international politics.  Topics include revolution, terrorism, state-sponsored violence, and low-intensity conflicts.  Prerequisite(s):  Junior standing.",Political Violence
POL,5333,"This course is an analysis of the U.S. Constitution as interpreted by federal courts, emphasizing constitutional limitations on governmental actions, particularly with respect to civil liberties.",Constitution & Civil Liberties
POL,4023,"This course is an analysis of the political system of the People's Republic of China, with emphasis on the individual, groups, and governmental institutions which exert major influence upon policy making.  Prerequisite(s):  Junior standing.",Chinese Politics
POL,4633,"This course is an analysis of the political aspects of international trade, foreign investment, and international finance emphasizing government influences in each area. Prerequisite(s):  Junior standing.",Politics And The World Economy
FIN,5333,"This course is an analysis of the core financial management decisions made by various types of business firms, with a specific focus on the challenges faced by corporate managers. It emphasizes an understanding of the role of finance within the firm and the importance of effective financial management. Topics covered include the elements of financial analysis, valuation, cost of capital, working capital, capital budgeting under conditions of certainty and risk. The course helps students to understand how to utilize these concepts, principles, and techniques in managerial decision-making. Admission to the M.S. in Finance Program required.",Corporate Finance
POL,4303,"This course is an analysis of political developments in Europe emphasizing state structures, intergovernmental relations, and regional political dynamics. Prerequisite(s):  Junior standing.",European Politics
BIO,4134,"This course is an analysis of mechanisms of early development of invertebrates and vertebrates.  Emphasis is on the cellular, molecular, and genetic study of the determination of the body plan, and morphogenesis of selected organs.  It consists of three hours lecture and three hours laboratory per week.  Prerequisite(s):  BIO 1224, 2203, and 3303 all with a minimum grade of ""C"".",Developmental Biology and Lab
BIO,5134,"This course is an analysis of mechanisms of early development of invertebrates and vertebrates.  Emphasis is on the cellular, molecular, and genetic study of the determination of the body plan, and morphogenesis of selected organs.  It consists of three hours lecture and three hours laboratory per week.  Completion of a course in Genetics is recommended.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",Developmental Biology and Lab
POL,2103,"This course is an analysis of fundamental political concepts and issues, such as sovereignty, freedom, and law; and an introduction to political science literature and elementary research methods.",Elements Of Political Science
NTRN,5422,"This course is an advanced study of nutrition and the application of the principles of nutrient metabolism as they relate to physical activity, sport and health.  This course will emphasize the development of skills required by the professional to assess and provide dietary advice for the active individual.  A study of current research and trends will be incorporated.  Prerequisite(s):  NTRN 4394 or (HLTH 3412 and PHYED 3503) or permission of instructor.  Enrollment open to Nutrition and Food Management, Nutrition, Dietetic, and Wellness Management majors only.",Sports Nutr for Professionals
BIO,5743,"This course is an advanced study of modern population genetic theory.  Topics in this course include:  estimating genetic variation within populations; the effects of genetic drift, mutation, selection, and gene flow on genetic variation; inbreeding; estimation of population structure; quantitative genetics; and human population genetics.  This course consists of two hours lecture and three hours laboratory per week.  Completion of a course in Evolution is recommended.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",Population Genetics & Lab
BIO,4743,"This course is an advanced study of modern population genetic theory.  Major topics in this course include:  estimating genetic variation within populations; the effects of genetic drift, mutation, selection, and gene flow on genetic variation; inbreeding; estimation of population structure; quantitative genetics; and human population genetics.  This course consists of two hours lecture and three hours laboratory per week.  Prerequisite(s): BIO 3223 or 3303 or 3703, with a minimum grade of ""C"".",Population Genetics & Lab
ACM,4513,"This course is an advanced study of Logic Pro with a focus on use of time and pitch tools, varispeed, Es2, and modulation.  Prerequisite(s):  ACM 3633 and junior or senior standing.",Advanced Logic Pro II
DANC,4942,"This course is an advanced study of ballet technique with greater emphasis on self-mastery of level four ballet fundamentals, terminology, and increased complexity of combined ballet steps to develop exemplary performance skills at the barre, center, and across the floor. This course may be taken six (6) times for credit. Enrollment is open to dance majors only.",Ballet IV
DANC,3932,"This course is an advanced study of ballet technique with emphasis on proper execution of level three ballet fundamentals, terminology, and increased complexity of combined ballet steps to develop greater performance skills at the barre, center and across the floor. This course may be taken six (6) times for credit. Enrollment is open to dance majors only.",Ballet III
ACM,4133,"This course is an advanced study of AVID Pro Tools 210 with a focus on synchronization, mixing, video import, and editing with Pro Tools/HD.  Prerequisite(s):  ACM 3353 and junior or senior standing.",Advanced ProTools II
ACM,3353,This course is an advanced study of AVID Pro Tools 201 with a focus on utilization for sound design projects and advanced audio recording and mixing.  Prerequisite(s):  ACM 2712 and ACM 1622 and junior or senior standing.,Advanced Pro Tools I
BIO,5334,"This course is an advanced study in microbiology dealing with the use of microorganisms to mineralize, detoxify and degrade environmental contaminants.  This course will study the mechanisms and processes by which microorganisms are involved in the treatment of sewage, identification of waterborne microbial diseases.  The course will investigate the remediation of heavy metal contaminated soils. Laboratory exercises will enable students to become familiar with and to use standard tests for the analysis of water and wastewater and the biodegradation of environmental pollutants.  Completion of a course in Microbiology is strongly recommended.  Prerequisite(s):   Admission to the Biology Graduate Program OR Permission of Instructor.",Environmental Microbio & Lab
BIO,4334,"This course is an advanced study in microbiology dealing with the use of microorganisms to mineralize, detoxify and degrade environmental contaminants.  This course will study the mechanisms and processes by which microorganisms are involved in the treatment of sewage, identification of waterborne microbial diseases and the process of water purification which prevents the spread of these diseases. The course will investigate the remediation of heavy metal contaminated soils.  Laboratory exercises will enable students to become familiar with and to use standard tests for the analysis of water and wastewater and the biodegradation of environmental pollutants.  Prerequisite(s):  BIO 3054 and one of the following (BIO 3303, BIO 3543 or BIO 3703) and STAT 2103 all with minimum grade of ""C"".",Environmental Microbio & Lab
ACM,3633,This course is an advanced study in Logic Pro with a focus on utilization for sound design projects and advanced audio recording and mixing.  Prerequisite(s):  ACM 2712 and junior or senior standing.,Advanced Logic Pro I
ECON,4343,"This course is an advanced investigation of the underlying economic basis of common law including the economics of property, contract, tort, criminal, and family law. Prerequisite(s):  ECON 1103 or 2103.",Economics And Law
MUS,5483,"This course is an advanced exploration of Native American music as an integral part of Native American life.  Students in this class will study the history, preservation and prepetuation of these traditional cultures in contemporary public and private context focusing on graduate level research, writing, event planning, and presentation.",Native American Music
ACM,3233,"This course is an advanced examination and demonstration of songwriting, how it relates to demo creation, and how to create a marketable demo of music.  Prerequisite(s):  ACM 2012 or 2512 and junior or senior standing.",Songwriting and Demo Building
MUS,5743,"This course is an advanced diachronic survey of music history, ancient through contemporary, emphasizing the historical development of musical styles with reference to selected works from the literature.  Students will participate actively in the conduct of the class, gaining knowledge of the pedagogy of music history and practical experience in teaching.",Music History Pedagogy
MSBA,5404,"This course is an advanced course in data mining using SAS technologies that builds on the material in MSBA 5314 Predictive Analytics and Machine Learning. The primary purpose of the course is to prepare students to manage and complete a significant analytics project.  The project involves identification of a business problem, exploring possible solutions, and professionally communicating a recommendation. The deliverable project is suitable for presenting at several different analytics conferences although presenting at one of these conferences is optional and not required. The course will also teach advanced topics related to data analysis available through SAS tools. Prerequisite(s): MSBA 5113, MSBA 5223, MSBA 5232, MSBA 5303, and MSBA 5314.",Predictive Analytics and AI
FIN,5243,"This course is an advanced analysis of the financial institutions and markets. It focuses on the roles, functions, and characteristics of financial institutions and markets within the economy. The course helps students to understand how various financial institutions and markets operate in the contemporary business world. Admission to the MS Finance Program required.",Adv Financial Institutions
ART,3302,"This course is an activity-oriented approach to teaching art to children and focuses on the multiple values and benefits of as they develop from early childhood through the elementary school years and has the potential to invigorate one's life in many aspects including artistic skills, pleasure, and creativity.  Strategies for engaging children in art, and the theoretical, developmental and research-based frameworks will be presented.  Art tools, media, hands-on art techniques will be explored through the practice of creative art experiences for children.",Teaching Art to Children
MUED,3122,"This course is an activity-oriented approach designed to address the integral role of music as a component in the aesthetic and social development of the elementary child as well as provide an understanding and competence in the basic elements of music through singing,listening, movement, playing instruments, and creative dramatics.  content will include elementary age appropriate literature that will serve to build community in the general classroom and cultivate an understanding of the elements of music.  Additional content will consist of literature that serves to facilitate the learning of general curriculum to include language, arts, math, science, and social studies.",Teaching Music to Children
DES,4753,"This course is a working in-house design studio managed and staffed by advanced graphic design majors.  The purpose of InkTank is twofold: to assess needs in the department, and to fulfill those needs through the design and implementation of fundraising materials and events.  InkTank's additional mission is to provide high quality design for pro-bono clients.  This course may be taken two times for credit.  Prerequisite(s):  DES 1023, 1033, 1043, 1053 and 3293 (or concurrent enrollment) with a minimum grade of ""C"".  Junior or senior standing.  Enrollment open to Graphic Design majors only.",InkTank
DES,4763,This course is a working graphic design studio managed and staffed by advanced graphic design majors to work with campus and community clients.  This course replaces ART 4763. May be repeated twice for credit. Prerequisite(s):  Permission of instructor required. Enrollment open to graphic design majors only.,ClockTower Studio
DES,5773,"This course is a working design studio managed and staffed by interior design majors who work with campus and community clients, vendors, and a team of designers.  Students make formal presentations of concept proposals and solutions to the client for approval.  This course may be repeated two times for credit.  Prerequisite(s):  Permission of instructor.",Charles Evans Studio
DES,5483,"This course is a working design studio managed and staffed by graphic design majors who work with campus and community clients, printers, and a team of designers.  Students make formal presentations of concept proposals and solutions to the client for approval.  This course may be repeated two times for credit.  Prerequisite(s):  Permission of instructor.",ClockTower Studio
MPER,2101,"This course is a town and gown chorale ensemble emphasizing the study and performance of major works from all periods of music, with and without orchestral accompaniment. Prerequisite(s):  Ability to match pitch and written permission of instructor.",Edmond Community Chorale
DANC,3572,"This course is a theoretical study of methods, techniques, and materials that will provide the student with the necessary skills to teach in a variety of dance genres. Students will explore philosophical and artistic concepts with a focus on a holistic pedagogical approach. Prerequisite(s): Enrollment open to Dance majors only.",Materials & Methods In Dance I
DANC,3772,"This course is a theoretical study of methods, techniques, and materials that will provide the student with the necessary skills to teach in a variety of dance genres. Students will explore curriculum options, lesson plans, and relevant assessment tools. Sophomore standing or higher required. Enrollment open to Arts Administration, Dance, and Dance Education majors only.",Materials and Methods II
ECON,4103,"This course is a theoretical and comparative study of the growth and development process in developing countries, including developing strategies, industrialization, technical change, income distribution, migration savings mobilization, and investment and trade policies. Prerequisite(s):  ECON 2103, 2203.",Econ Growth  & Development
BIO,4236,"This course is a systematized study of disease and abnormal derivation, maturation and function, principles of hemostasis; methodology used in routine and special hematology studies; and finding correlation of hematological with physiological conditions.  Prerequisite(s):  Must be admitted to clinical program.",Clinical Hematology
FMCD,2213,"This course is a systematic study of child growth and development from conception through adolescence.  This course examines the major physical, psychosocial, and cognitive/language developmental milestones.  The course's emphasis will be on child development within family, social and cultural context. There will be an emphasis on developmental theory, methods of child study, and practical implications.",Child Development
CJ,4823,"This course is a survey of various correction systems in the world, including England, France, Sweden, Japan, Russia, China and will include a comparison to corrections in Oklahoma and the United States.  The correction systems will be explored in the context of the political, historical, organizational and procedural context for the various countries.  Prerequisite(s):  ENG 1113, 1213, CJ 4703, 4713, 4723, and 4813.  Junior or senior standing.",International Correction Sys
CJ,5823,"This course is a survey of various correction systems in the world, including England, France, Sweden, Japan, Russia, China and will include a comparison to corrections in Oklahoma and the United States.  The correction systems will be explored in the context of the political, historical, organizational and procedural context for the various countries.  Prerequisite(s):  CJ 4703, 4713, 4723, 4813.",International Correction Sys
MRKT,3013,"This course is a survey of the nature, scope, and economic importance of marketing, analysis of marketing functions, institutions, pricing, demand creation, costs and marketing legislation.  Students should take this course prior to other marketing courses.   Prerequisite(s):  Sophomore standing or above.",Principles of Marketing
POL,4493,This course is a survey of the major figures in modern political thought from Machiavelli to the present. Prerequisite(s):  ENG 1113 and 1213.  Junior standing.,Modern Political Thought
POL,4733,"This course is a survey of the major approaches to understanding the sources of American foreign policy, including the roles played by Congress, the president, the foreign policy establishments, and the courts.  Readings will focus on selected policy areas of contemporary significance.  Prerequisite(s):  Junior standing.",American Foreign Policy
CMSC,5123,"This course is a survey of the installation and programming of microcomputers using microcomputer based operating systems with emphasis on maintaining tree structured directories, programming batch files, controlling i/o redirection, working with serial and parallel ports, using internal operating system commands and utilities, and installing vendor provided software.",Adv Microcomp Applic
DES,1213,"This course is a survey of the history of art and graphic design and their shared histories, from prehistoric to Victorian, including art and design movements, styles, artists and designers.",History of Graphic Design I
DES,5113,"This course is a survey of the history of art and graphic design and their shared histories from prehistoric to Victorian (1900's) including art and design movements, styles, artists, and designers.  The student will present a major project in historical research to the Design Graduate Committee for review, guidance, and evaluation.  Prerequisite(s): Permission of instructor.",History of Graphic Design I
DES,4581,"This course is a survey of the development of the history of typography from Gutenberg to the modern era (digital fonts).  This course covers the instruments, materials and machines used in the development of type over the ages and discusses prominent typefaces as well as typographers.",History of Typography
DES,4571,This course is a survey of the development of the history of illustration from the Victorian era to present.  This course covers the development of illustration from commercial to editorial standpoint in addition to the discussion of prominent illustrators and illustration styles past and present.,History of Illustration
DES,5143,This course is a survey of the development of the history of illustration from the Victorian era to present.  This course covers the development of illustration from a commercial to editorial standpoint in addition to the discussion of prominent illustrators and illustration styles past and present.  Prerequisite(s):  Permission of the MFA in Illustration program director is required.  Enrollment open to graduate Illustration majors only.,History of Illustration
DES,5523,"This course is a survey of the development of the history of art and interior design from the Renaissance to 1900 including design movements, styles, furniture, artists, and designers.  The student will present a major project in historical research in the Design Graduate Committee for review, guidance, and evaluation.  Prerequisite(s):  Permission of instructor.",History of Interior Design II
DES,5513,"This course is a survey of the development of the history of art and interior design from antiquity through the Renaissance including design movements, styles, furniture, artists, and designers.  The student will present a major project in historical research to the Design Graduate Committee for review, guidance, and evaluation.  Prerequisite(s):  Permission of instructor.",History of Interior Design I
DES,5553,"This course is a survey of the development of the history of art and interior design from 1900 to present including and design movements, styles, furniture, artists, and designers.  The student will present a major project in historical research to the Design Graduate Committee for review, guidance, and evaluation.  Prerequisite(s):  Permission of instructor.",History of Interior Design III
DES,3143,"This course is a survey of the development of the history of art and interior design and their shared histories from the Renaissance to 1900 including art and design movements, styles, furniture, artists and designers.  Prerequisite(s):  DES 3043 with a minimum grade of ""C"".",History of Interior Design II
DES,3043,"This course is a survey of the development of the history of art and interior design and their shared histories from antiquity through the Renaissance including art and design movements, styles, furniture, artists, and designers.",History of Interior Design I
DES,4143,"This course is a survey of the development of the history of art and interior design and their shared histories from 1900 to the present including art and design movements, styles, furniture, artists and designers.  Prerequisite(s):  DES 3043 and 3143 with a minimum grade of ""C"".  Junior or senior standing.",History of Interior Design III
DES,5123,"This course is a survey of the development of the history of art and graphic design and their shared histories from Victorian (1900's) to WWI (1945) including art and design movements, styles, furniture, artists, and designers.  The student will present a major project in historical research to the Design Graduate Committee for review.  Prerequisite(s):  Permission of the instructor.  Enrollment open to design majors only.",History of Graphic Design II
DES,2213,"This course is a survey of the development of the history of art and graphic design and their shared histories from Victorian (1800s) to WWII (1945) including art and design movements, styles, artists and designers. Sophomore standing or higher required.",History of Graphic Design II
DES,5133,"This course is a survey of the development of the history of art and graphic design and their shared histories from 1945 to present day including art and design movements, styles, furniture, artists, and designers.  The student will present a major project in historical research to the Design Graduate Committee for review.  Prerequisite(s):  Permission of the instructor.  Enrollment open to design majors only.",History of Graphic Design III
DES,3213,"This course is a survey of the development of the history of art and graphic design and their shared histories from 1945 to present day including art and design movements, styles, artists and designers. Junior or senior standing required.",History of Graphic Design III
POL,4453,"This course is a survey of the development of political thought from its earliest recorded origins, through the Greeks, and ending with synthesis of Greek and Christian doctrines in medieval scholasticism.  Prerequisite(s):  ENG 1113 and 1213.  Junior standing.",Ancient & Medieval Pol Thought
DANC,1113,"This course is a survey of primitive, classical and contemporary dance forms and their interrelationship with cultural development and other art forms.",Dance Appreciation
MCOM,1103,"This course is a survey of mass communication media, including components of broadcasting, electronic, print and digital, primarily as operating industries and systems within the United States.  Attention is given to the roles of mass media in society, including economics, careers, regulations, programming and public service.",Intro to Mass Communication
BIO,5264,"This course is a survey of mammals; including their taxonomy, anatomy, ecology, distribution, behavior and natural history.  It consists of three hours lecture and three hours laboratory per week and participation on weekend field trips is recommended.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",Mammalogy and Laboratory
BIO,4264,"This course is a survey of mammals, including their taxonomy, anatomy, ecology, distribution, behavior and natural history.  It consists of three hours lecture and three hours laboratory per week and participation on weekend field trips is recommended.  Prerequisite(s):  (BIO 3703 or BIO 3303) and STAT 2103 with a minimum grade of ""C"".",Mammalogy and Laboratory
POL,4643,This course is a survey of main currents in American political thought from Puritanism to the present.  Prerequisite(s):  ENG 1113 and 1213.  Junior standing.,Survey Of American Pol Thought
PSY,5813,"This course is a survey of diagnostic testing techniques which deals with sensory motor skills, language development, and social and emotional development.  Emphasis is placed on the rationale and functions of such instruments that help specialists in reading, counseling, and psychometry to evaluate those aspects of behavior not currently assessed by traditional testing procedures.  Prerequisite(s):  PSY 5153.",Diagnostic Testing Techniques
MATH,5134,This course is a survey of calculus in view of modern concepts and is intended for students preparing to teach advanced secondary mathematics.,Calculus For Secondary Tchrs
PSY,4553,"This course is a survey of behavioral processes in different species using the comparative method and including psychological, ecological, and evolutionary influences on behavior. Prerequisite(s):  PSY 3253 and PSY 3903.",Comparative Psychology
BADM,1103,"This course is a survey of basic functions, principles and practices in the administration of business organizations.",Introduction To Business
BIO,4774,"This course is a survey of animal parasites, including their taxonomy, life cycles, morphology, physiology, and parasitic strategies.  It consists of three hours lecture and three hours laboratory per week.  Prerequisite(s):  STAT 2103, BIO 1224, 2203, and (BIO 3054 or 3703 or 3543) all with a minimum grade of ""C"".",Parasitology & Laboratory
BIO,5774,"This course is a survey of animal parasites, including their taxonomy, life cycle, morphology, physiology, parasitic strategies.  It consists of three hours lecture and three hours laboratory per week.  Completion of a course in Cell Biology or a course in Microbiology is recommended.  Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",Parasitology & Laboratory
ORGL,4993,"This course is a supervised professional level assignment with an organization, firm, government agency, or not-for-profit entity within the selected area of focus.  Prerequisite(s):  ORGL 4443, 4333, 4223, 4113, 3443, 3333, 3223, 3113 and permission of instructor.  Enrollment is open to Organizational Leadership majors only with junior standing or above.",Professional Internship
FNRL,4319,"This course is a supervised in-service training in a mortuary or funeral home, full-time for one 18-week semester.  Prerequisite(s):  FNRL 4118.",Supervised In-Service Training
FNRL,4300,"This course is a supervised in-service training in a mortuary or funeral home, full-time for one 16-week semester.  Assigned credit will vary from 4 to 9 hours.  Prerequisite(s):  FNRL 4118.",Supv In-Service Trai
HLTH,4900,This course is a supervised in-service training appropriate to the individual's selected area of concentration with planning and supervision done jointly by the college faculty and agency site representative.  Prerequisite(s):  Concurrent enrollment in HLTH 2203 is required.,Practicum: Public Health
GEO,2403,"This course is a study of weather and climate with emphasis on the impact of natural forces upon humans, animal life, and vegetation.",Weather and Climate
ECON,4303,"This course is a study of urban economic topics, including the development of cities, urban land-use patterns, transportation, housing, education, pollution, poverty, crime, and urban public finance.  Prerequisite(s):  ECON 1103 or 2103; ECON 2203 recommended.",Urban Economics
SFTY,5403,"This course is a study of transportation safety management, including those areas necessary for planning, organizing and implementing a safety program in the field of transportation.  Areas of study include Department of Transportation (DOT) regulations and guidelines, key elements of an accident prevention program for transportation companies, Federal Motor Carrier Safety Regulations (FMCSR), hazard classes under DOT guidelines, and the types of substance abuse testing required under DOT regulations.  Prerequisite(s):  SFTY 3073 with a grade of C or better.",Transportation Safety Mgmt
SFTY,4403,"This course is a study of transportation safety management, including those areas necessary for planning, organizing and implementing a safety program in the field of transportation.  Areas of study include Department of Transportation (DOT) regulations and guidelines, key elements of an accident prevention program for transportation companies, Federal Motor Carrier Safety Regulations (FMCSR), hazard classes under DOT guidelines, and the types of  substance abuse testing required under DOT regulations.  Prerequisite(s):  SFTY 3073 with a grade of C or better.",Transportation Safety Mgmt
CTWD,4423,"This course is a study of tools used for the evaluation and assessment of a course, seminar, workshop or an educational or training program including but not limited to basic components such as testing, portfolios, and performance.",Evaluation & Assessment
FMCD,5373,"This course is a study of theory and research in life-span developmental processes from birth to death, with appropriate applications in relevant occupational fields such as: infant programs, parent, school age, adolescence, special needs, middle age and aging.  Prerequisite(s):  Written instructor permission.",Lifespan Human Dev Ch/Fam St
ORGL,4333,This course is a study of theories that influence leadership and management with application to a variety of work situations.  Essential components and coursework content will include:  basic leadership and behavior styles; negotiation; critical thinking; change; conflict resolution; ethics and social responsibility and diversity in the workplace.  Assessment of personal leadership abilities and personality traits will be included.  Prerequisite(s):  ORGL 3113.  Enrollment is open to Organizational Leadership majors only with junior standing or above.,Leadership Theory and Practice
ART,4133,"This course is a study of the use of the computer and other related hardware in the creation of fine art multiples. Each student will create limited edition prints using the computer and various computer printers.  Prerequisite(s): ART 2903 or DES 3293 with a minimum grade of ""C"" and junior or senior standing.",Digital Printmaking
ECON,4403,"This course is a study of the theory of international trade, commercial policy, preferential trading arrangements, and topics on the balance of payments and the international adjustment mechanism.  Prerequisite(s):  ECON 2103, 2203.",International Economics
BIO,3703,"This course is a study of the theory and processes of evolution with emphasis on their importance of evolution as a unifying concept to the field of biology.  Both historical and modern concepts are incorporated into the course.  Prerequisite(s):  BIO 1204 and BIO 1224, both with a minimum grade of ""C"".",Evolution
BIO,5633,"This course is a study of the theory and principles of Scanning Electron Microscopy.  Topics include sample preparation, critical point drying, sputter coating, and operation of scanning electron microscope (SEM).  Laboratory exercises will enable students to become proficient in the operation of the SEM and supporting instrumentation. Prerequisite(s):  Admission to the Biology Graduate Program OR Permission of Instructor.",Scan Electron Microscopy & Lab
BIO,4633,"This course is a study of the theory and principles of scanning electron microscopy with special attention to sample preparation, critical point drying, sputter coating, and operation of scanning electron microscope (SEM).  Laboratory exercises will enable students to become proficient in the operation of the SEM and supporting instrumentation, as well as sample preparation.  Prerequisite(s):  BIO 1304, 1404, 2314 and 12 hours of Biology electives and STAT 2103.  Senior standing.",Scan Electron Microscopy & Lab
THRT,5713,"This course is a study of the techniques and philosophies of directing plays in the contemporary theatre and emphasizes actual practice through the preparation and presentation of scenes from modern and classic plays, producing and directing a short play and preparing in-depth studies of modern professional theatre directors.  Prerequisite(s): Graduate standing.",Play Production
THRT,3243,"This course is a study of the strategies, objectives, and philosophy for speech, literature interpretation, and drama extracurricular activities in the secondary schools.  Prerequisite(s):  MCOM 1113 and THRT 2113 with a minimum grade of ""C"".  Junior or senior standing.",Coaching Compet Speech/Drama
HUM,2423,"This course is a study of the significant ideas of humanity as manifested in the arts, philosophy and religion of the Non-Western world.",Non-Western Humanities
ENG,3053,"This course is a study of the significant dramas of Aeschylus, Aristophanes, Euripides, and Sophocles.  Some consideration will be given to the patterns of early Greek drama, the style of setting, and the structure of the early Greek theatres.  Prerequisite(s):  ENG 1113, 1213.",Greek Drama In English Transl
PTE,3153,"This course is a study of the psychology of adolescence and its relationship to educational settings for teacher candidates.  The various issues of adolescence are related specifically to educational settings.  Issues covered in the course include, but are not limited to the following: biological, cognitive and social development, families, peers, work, leisure, psychosocial problems, and sexuality.  Prerequisite(s):  Junior or senior standing.",Adolescent Psychology
KINS,5723,"This course is a study of the psychological and behavioral health conditions related to patient centered care. The course will teach and evaluate student's ability to identify, refer, and develop care plans for/to patients with behavioral health conditions, including depression, anxiety, suicidal ideation, earing disorders, and others. Learning opportunities will be provided through simulation and research of behavioral health interventions. Prerequisite(s): KINS 5443. Concurrent enrollment in KINS 5713. Enrollment open to Athletic Training majors only.",Psychosocial Interventions
POL,3583,This course is a study of the proposed solutions for the intergovernmental problems of urban and metropolitan areas. Prerequisite(s):  Junior standing.,Urban Government And Policy
